,year,selling_price,km_driven,mileage,engine,max_power,torque,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
4942,2017,600000,30000,25.83,1498.0,99.0,215.0,5.0,True,False,False,True,False,True,False,False,False,False
4943,2011,250000,120000,23.0,1396.0,90.0,219.52,5.0,True,False,False,True,False,True,False,False,False,True
4944,2011,165000,70000,18.0,995.0,62.0,90.3,5.0,False,False,True,True,False,True,False,False,False,False
4945,2011,421000,105000,17.0,1497.0,118.0,146.0,5.0,False,False,True,True,False,True,False,False,False,False
4946,2012,225000,109322,16.36,1495.0,93.7,124.6,5.0,False,False,True,True,False,True,False,True,False,False
4947,2013,350000,120000,21.64,1461.0,84.8,200.0,5.0,True,False,False,True,False,True,False,False,False,False
4948,2018,1757000,24000,17.1,1956.0,170.0,350.0,5.0,True,False,False,True,False,True,False,False,False,False
4949,2015,600000,70000,27.39,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,True,False,False
4950,2018,515000,35000,24.0,1199.0,83.81,114.0,5.0,False,False,True,True,False,True,False,False,False,False
4951,1999,80000,80000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,False,False,True
4952,2017,800000,70000,23.65,1248.0,88.5,200.0,5.0,True,False,False,True,False,True,False,True,False,False
4953,2004,120000,100000,10.5,2179.0,120.0,290.0,7.0,True,False,False,True,False,True,True,False,False,False
4954,2017,2711000,9000,13.6,1999.0,177.0,430.0,5.0,True,False,False,False,False,False,False,False,False,False
4955,2019,5150000,20000,22.37,2487.0,214.56,202.0,5.0,False,False,True,False,False,False,False,False,False,False
4956,2017,3200000,45000,19.33,1999.0,177.0,430.0,5.0,True,False,False,False,False,False,False,False,False,False
4957,2015,503000,110000,14.1,2179.0,147.94,320.0,7.0,True,False,False,True,False,True,False,False,False,False
4958,2019,3800000,20000,18.0,1969.0,190.0,400.0,5.0,True,False,False,True,False,False,False,False,False,False
4959,2016,2000000,68089,19.16,2494.0,157.7,213.0,5.0,False,False,True,False,True,False,False,False,False,False
4960,2013,225000,58343,21.79,998.0,67.05,90.0,5.0,False,False,True,False,True,True,False,False,False,False
4961,2018,740000,38817,27.39,1248.0,74.0,190.0,5.0,True,False,False,False,False,True,False,False,False,False
4962,2016,550000,56494,18.2,1199.0,88.7,110.0,5.0,False,False,True,False,True,True,False,False,False,False
4963,2013,750000,79328,12.99,2494.0,100.6,200.0,7.0,True,False,False,False,True,True,False,True,False,False
4964,2019,650000,5621,22.0,1197.0,81.8,113.0,5.0,False,False,True,False,True,False,False,False,False,False
4965,2017,625000,25538,16.78,1496.0,88.73,132.0,5.0,False,False,True,False,True,True,False,False,False,False
4966,2018,600000,69779,22.0,1197.0,81.8,113.0,5.0,False,False,True,False,False,False,False,False,False,False
4967,2017,450000,56290,24.0,1186.0,73.97,190.24,5.0,True,False,False,False,False,True,False,False,False,False
4968,2019,5400000,7500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
4969,2019,5500000,8500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
4970,2019,779000,7032,19.0,1199.0,88.76,110.0,5.0,False,False,True,False,True,False,False,False,False,False
4971,2016,645000,11000,14.3,1598.0,103.5,153.0,5.0,False,False,True,False,False,False,False,False,False,False
4972,2018,2475000,2000,16.8,1984.0,150.0,350.0,5.0,True,False,False,False,False,False,False,False,False,False
4973,2017,475000,40000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
4974,2015,400000,20000,20.51,998.0,67.0,90.0,5.0,False,False,True,True,False,False,False,False,False,False
4975,2004,80000,90000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,False,True,True,False,False,False,True,False,False
4976,2011,300000,60000,20.3,1248.0,75.0,197.0,5.0,True,False,False,True,False,True,False,False,False,False
4977,2009,235000,70000,17.3,1061.0,64.0,84.28,5.0,False,False,True,True,False,True,False,True,False,False
4978,2015,350000,40000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,True,False,False
4979,2017,625000,34000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,True,False,False
4980,2014,525000,120000,15.1,2179.0,140.0,330.0,7.0,True,False,False,True,False,True,False,False,False,False
4981,2018,550000,10000,20.3,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
4982,2015,550000,80000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,True,False,False
4983,2006,200000,100000,17.7,1497.0,78.0,124.46,5.0,False,False,True,True,False,True,False,True,False,False
4984,2011,350000,120000,13.0,2489.0,95.0,220.0,8.0,True,False,False,True,False,True,False,False,False,False
4985,2006,220000,100000,17.7,1497.0,78.0,124.46,5.0,False,False,True,True,False,True,False,True,False,False
4986,2016,412000,25000,18.9,1197.0,82.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
4987,2009,126000,52000,18.9,1061.0,67.0,84.0,5.0,False,False,True,True,False,True,False,True,False,False
4988,2013,430000,63000,23.4,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
4989,2009,130000,90000,19.0,998.0,66.1,90.0,5.0,False,False,True,True,False,True,False,True,False,False
4990,2017,350000,60000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
4991,2011,220000,35000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,False
4992,2011,380000,80000,13.6,2523.0,63.0,180.0,7.0,True,False,False,True,False,True,False,False,False,False
4993,2010,200000,110000,20.0,1399.0,68.0,160.0,5.0,True,False,False,True,False,True,False,True,False,False
4994,2015,2000000,20000,12.55,2982.0,168.5,343.0,7.0,True,False,False,True,False,True,False,False,False,False
4995,2015,610000,90000,22.77,1498.0,98.59,205.0,5.0,True,False,False,True,False,True,False,False,False,False
4996,2016,2500000,30000,15.71,1998.0,189.0,280.0,5.0,False,False,True,True,False,False,False,True,False,False
4997,2017,620000,61000,26.59,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
4998,2013,150000,66000,14.7,796.0,37.0,62.0,8.0,False,False,True,True,False,True,False,False,False,False
4999,2018,450000,80000,20.62,1198.0,67.0,104.0,7.0,False,False,True,True,False,True,False,False,False,False
5000,2017,1150000,27000,19.67,1582.0,126.2,259.9,5.0,True,False,False,True,False,True,False,True,False,False
5001,2018,500000,60000,18.15,1198.0,82.0,115.0,6.0,False,False,True,True,False,True,False,False,False,False
5002,2011,246000,139000,18.9,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,False,False,False
5003,2017,400000,60000,19.41762110224801,1196.0,61.7,85.0,5.0,False,False,False,True,False,True,False,False,False,False
5004,2008,65000,10000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,True,False,False
5005,2016,725000,30000,21.7,1498.0,98.96,215.0,5.0,True,False,False,True,False,True,False,False,False,False
5006,2014,736000,125000,22.32,1582.0,126.32,259.8,5.0,True,False,False,True,False,False,False,False,False,False
5007,2018,700000,45000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5008,2011,150000,30000,18.0,995.0,62.0,90.3,5.0,False,False,True,True,False,True,False,False,False,False
5009,2010,180000,80500,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
5010,2013,550000,60000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5011,2004,50000,18000,16.1,796.0,37.0,59.0,4.0,False,False,True,True,False,True,False,True,False,False
5012,2006,80000,110000,20.8,1527.0,58.0,789.0,5.0,True,False,False,True,False,True,False,True,False,False
5013,2005,110000,90000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,True,False,False
5014,2006,180000,120000,17.7,1497.0,78.0,124.46,5.0,False,False,True,True,False,True,False,True,False,False
5015,2017,605000,127000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5016,2017,800000,70000,24.52,1248.0,88.5,200.0,7.0,True,False,False,True,False,True,False,False,False,False
5017,2011,350000,116500,23.0,1396.0,90.0,219.52,5.0,True,False,False,True,False,True,False,False,False,False
5018,2012,300000,120000,18.5,1197.0,82.85,113.7,5.0,False,False,True,True,False,True,False,False,False,False
5019,2008,160000,100000,13.9,1599.0,103.2,146.02,5.0,False,False,True,True,False,True,True,False,False,False
5020,2011,225000,90000,20.0,1399.0,68.0,160.0,5.0,True,False,False,True,False,True,False,True,False,False
5021,2009,1025000,120000,12.07,2967.0,241.4,550.0,7.0,True,False,False,True,False,False,False,False,False,True
5022,2017,1300000,40000,17.6,2179.0,153.86,400.0,7.0,True,False,False,True,False,False,False,False,False,False
5023,2018,560000,18000,21.66,1498.0,108.62,250.0,5.0,True,False,False,True,False,True,False,False,False,False
5024,2017,650000,70000,24.3,1248.0,88.5,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5025,2018,1150000,29000,15.1,2179.0,152.87,360.0,7.0,True,False,False,True,False,True,False,False,False,False
5026,2016,480000,65755,21.4,1197.0,83.1,115.0,5.0,False,False,True,True,False,True,False,False,False,False
5027,2019,960000,2600,23.0,1498.0,98.96,205.0,5.0,True,False,False,True,False,True,False,False,False,False
5028,2017,1050000,46000,16.0,2179.0,140.0,330.0,7.0,True,False,False,True,False,False,False,False,False,False
5029,2017,310000,15000,21.1,814.0,55.2,74.5,5.0,False,False,True,True,False,True,False,True,False,False
5030,2014,500000,60000,23.4,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5031,2017,350000,15500,23.95,998.0,67.1,90.0,5.0,False,False,True,True,False,False,False,False,False,False
5032,2015,365000,120000,25.8,1498.0,98.6,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5033,2008,165000,120000,14.8,1998.0,68.0,122.5,5.0,True,False,False,True,False,True,False,False,False,True
5034,2007,100000,120000,14.6,2956.0,63.0,176.4,10.0,True,False,False,True,False,True,False,False,False,True
5035,2007,240000,80000,13.6,2523.0,63.0,180.0,7.0,True,False,False,True,False,True,False,True,False,False
5036,2019,925000,40000,17.3,1497.0,121.0,300.0,7.0,True,False,False,True,False,True,False,False,False,False
5037,2018,590000,15000,18.16,1196.0,86.8,112.0,5.0,False,False,True,True,False,True,False,False,False,False
5038,2013,525000,110000,13.7,2179.0,138.1,320.0,7.0,True,False,False,True,False,True,False,True,False,False
5039,2014,720000,80000,12.99,2494.0,100.6,200.0,8.0,True,False,False,True,False,True,False,True,False,False
5040,2017,850000,50000,19.6,1461.0,108.45,245.0,5.0,True,False,False,True,False,False,False,False,False,False
5041,2010,490000,110000,11.79,2179.0,120.0,290.0,8.0,True,False,False,True,False,False,False,False,False,False
5042,2013,325000,100000,25.8,1498.0,98.6,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5043,2019,1200000,20000,22.0,1582.0,126.2,259.87,5.0,True,False,False,True,False,False,False,False,False,False
5044,2012,450000,135000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5045,2014,300000,50700,19.09,1405.0,69.01,135.0,5.0,True,False,False,True,False,True,False,False,False,False
5046,2013,365000,70000,22.07,1199.0,73.9,180.0,5.0,True,False,False,True,False,True,False,True,False,False
5047,2007,500000,120000,11.7,1796.0,178.0,240.1,5.0,False,False,True,True,False,False,False,False,False,False
5048,2014,900000,112000,12.99,2494.0,100.6,200.0,8.0,True,False,False,True,False,True,False,True,False,False
5049,2018,700000,35000,24.0,1186.0,73.97,190.24,5.0,True,False,False,True,False,True,False,False,False,False
5050,2017,880000,50000,19.6,1461.0,108.45,245.0,5.0,True,False,False,True,False,True,False,False,False,False
5051,2014,700000,121000,12.99,2494.0,100.6,200.0,7.0,True,False,False,True,False,True,False,False,False,True
5052,2009,380000,120000,12.05,2179.0,120.0,290.0,7.0,True,False,False,True,False,True,False,True,False,False
5053,2006,150000,90000,13.4,1794.0,125.0,157.78000000000003,5.0,False,False,True,True,False,True,False,False,False,True
5054,2014,235000,70000,19.41762110224801,998.0,67.1,90.0,5.0,False,False,False,True,False,True,False,True,False,False
5055,2018,320000,20000,23.01,999.0,67.0,91.0,5.0,False,False,True,True,False,True,False,False,False,False
5056,2015,550000,60000,20.45,1461.0,83.8,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5057,2016,3200000,40000,18.12,1995.0,190.0,400.0,5.0,True,False,False,True,False,False,False,False,False,False
5058,2017,645000,60000,18.49,1493.0,100.0,240.0,7.0,True,False,False,True,False,True,False,False,False,False
5059,2015,300000,110000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
5060,2016,580000,152000,21.19,1396.0,88.73,219.66,5.0,True,False,False,True,False,True,False,False,False,False
5061,2013,451000,70000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5062,2018,850000,50000,17.0,1198.0,108.5,170.0,5.0,False,False,True,True,False,True,False,False,False,False
5063,2011,300000,125000,19.3,1248.0,73.9,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5064,2016,350000,60000,18.16,1196.0,86.8,112.0,5.0,False,False,True,True,False,True,False,False,False,False
5065,2014,300000,90000,19.41762110224801,1196.0,63.0,83.0,5.0,False,False,False,True,False,True,False,False,False,False
5066,2017,390000,30000,19.41762110224801,1196.0,63.0,83.0,5.0,False,False,False,True,False,True,False,False,False,False
5067,2016,1200000,90000,12.99,2494.0,100.6,200.0,8.0,True,False,False,True,False,True,False,False,False,False
5068,2017,550000,20000,17.0,1198.0,73.75,110.0,5.0,False,False,True,True,False,True,False,False,False,False
5069,2012,300000,110000,22.9,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,True
5070,2012,300000,150000,20.54,1598.0,103.6,250.0,5.0,True,False,False,True,False,True,False,True,False,False
5071,2012,350000,110000,23.0,1396.0,90.0,219.52,5.0,True,False,False,True,False,True,False,False,False,False
5072,2015,880000,120000,19.67,1582.0,126.2,259.9,5.0,True,False,False,True,False,True,False,True,False,False
5073,2010,160000,120000,19.41762110224801,1495.0,93.7,124.5,5.0,False,False,False,True,False,True,False,True,False,False
5074,2012,250000,80000,15.3,2956.0,83.8,250.0,7.0,True,False,False,True,False,True,True,False,False,False
5075,2016,660000,110000,21.19,1396.0,88.73,220.0,5.0,True,False,False,True,False,True,False,False,False,False
5076,2015,450000,40000,17.57,1193.0,88.7,140.0,5.0,False,False,True,True,False,True,False,False,False,False
5077,2012,400000,110000,19.7,1598.0,103.6,250.0,5.0,True,False,False,True,False,True,False,True,False,False
5078,2019,1300000,20000,16.36,2179.0,120.0,280.0,7.0,True,False,False,True,False,True,False,False,False,False
5079,2010,140000,60000,18.6,1199.0,79.4,108.0,5.0,False,False,True,True,False,True,False,False,False,False
5080,2012,195000,35000,19.0,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,True,False,False
5081,2015,500000,45000,17.19,1197.0,81.86,114.73,5.0,False,False,True,True,False,True,False,False,False,False
5082,2012,60000,45000,25.4,624.0,38.0,51.0,4.0,False,False,True,True,False,True,False,False,False,False
5083,2016,400000,25000,17.57,1193.0,88.7,140.0,5.0,False,False,True,True,False,True,False,False,False,False
5084,2014,400000,10000,18.6,1197.0,81.83,114.7,5.0,False,False,True,True,False,True,False,False,False,False
5085,2018,380000,19000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,False,False,False
5086,2019,579000,10000,21.4,1197.0,83.1,115.0,5.0,False,False,True,True,False,True,False,False,False,False
5087,2019,400000,25000,18.15,1198.0,82.0,115.0,6.0,False,False,True,True,False,True,False,False,False,False
5088,2012,270000,30000,20.36,1197.0,78.9,111.7,5.0,False,False,True,True,False,True,False,False,False,False
5089,2014,500000,90000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5090,2017,475000,20000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5091,2018,850000,48000,19.87,1461.0,83.14,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5092,2009,475000,120000,12.05,2179.0,120.0,290.0,7.0,True,False,False,True,False,True,False,False,False,False
5093,2008,195000,110000,20.36,1197.0,78.9,111.7,5.0,False,False,True,True,False,True,False,True,False,False
5094,2014,459999,38000,13.93,2179.0,138.03,320.0,7.0,True,False,False,True,False,True,False,False,False,False
5095,2004,135000,90000,13.4,1794.0,125.0,157.78000000000003,5.0,False,False,True,True,False,True,False,True,False,False
5096,2017,850000,43000,24.52,1248.0,88.5,200.0,7.0,True,False,False,True,False,True,False,False,False,False
5097,2018,500000,25000,20.3,1086.0,68.0,99.0,5.0,False,False,True,True,False,True,False,False,False,False
5098,2016,385000,26000,20.51,998.0,67.04,90.0,5.0,False,False,True,True,False,True,False,True,False,False
5099,2006,135000,120000,16.8,1493.0,110.0,235.2,5.0,True,False,False,True,False,True,False,True,False,False
5100,2008,120000,70000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,True
5101,2006,200000,60000,11.9,2354.0,144.0,196.0,5.0,False,False,True,True,False,True,False,False,False,True
5102,2007,200000,120000,13.93,2956.0,138.1,320.0,7.0,True,False,False,True,False,True,False,True,False,False
5103,2016,700000,20000,20.73,1373.0,91.1,130.0,5.0,False,False,True,True,False,True,False,False,False,False
5104,2013,290000,25000,23.57,1396.0,70.0,140.0,5.0,True,False,False,True,False,True,False,False,False,False
5105,2017,725000,60000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5106,2014,155000,80000,16.8,796.0,34.2,59.0,8.0,False,False,True,True,False,True,False,False,False,False
5107,2019,690000,1303,17.8,1198.0,86.7,109.0,5.0,False,False,True,False,False,True,False,False,False,False
5108,2018,3975000,31800,17.01,1968.0,188.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
5109,2019,5150000,20000,22.37,2487.0,214.56,202.0,5.0,False,False,True,False,False,False,False,False,False,False
5110,2017,3200000,45000,19.33,1999.0,177.0,430.0,5.0,True,False,False,False,False,False,False,False,False,False
5111,2017,4100000,17000,9.5,3604.0,280.0,347.0,5.0,False,False,True,True,False,False,False,False,False,False
5112,2016,2000000,68089,19.16,2494.0,157.7,213.0,5.0,False,False,True,False,True,False,False,False,False,False
5113,2016,550000,56494,18.2,1199.0,88.7,110.0,5.0,False,False,True,False,True,True,False,False,False,False
5114,2013,750000,79328,12.99,2494.0,100.6,200.0,7.0,True,False,False,False,True,True,False,True,False,False
5115,2019,5400000,7500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
5116,2019,5500000,8500,16.78,1995.0,190.0,400.0,5.0,True,False,False,False,False,False,False,False,False,False
5117,2019,779000,7032,19.0,1199.0,88.76,110.0,5.0,False,False,True,False,True,False,False,False,False,False
5118,2018,2475000,2000,16.8,1984.0,150.0,350.0,5.0,True,False,False,False,False,False,False,False,False,False
5119,2019,5200000,17000,15.0,1991.0,194.4,300.0,5.0,False,False,True,False,False,False,False,False,False,False
5120,2019,4500000,21000,12.83,1999.0,148.31,382.0,7.0,True,False,False,False,False,False,False,False,False,False
5121,2017,6000000,37000,13.5,2987.0,254.79,620.0,5.0,True,False,False,False,False,False,False,False,False,False
5122,2018,4000000,10000,22.48,1995.0,187.74,400.0,5.0,True,False,False,False,False,False,False,False,False,False
5123,2019,1125000,3500,18.15,998.0,118.35,171.6,5.0,False,False,True,False,False,False,False,False,False,False
5124,2016,1898999,46000,18.25,1968.0,187.74,400.0,5.0,True,False,False,False,False,False,False,False,False,False
5125,2017,1650000,52000,12.0,2354.0,187.4,226.0,5.0,False,False,True,False,False,False,False,False,False,False
5126,2011,280000,20000,18.6,1197.0,85.8,114.0,5.0,False,False,True,True,False,True,False,True,False,False
5127,2019,450000,25000,20.3,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5128,2006,135000,70000,15.9,1298.0,85.0,110.0,5.0,False,False,True,True,False,True,False,True,False,False
5129,2014,650000,40000,15.1,2179.0,140.0,330.0,7.0,True,False,False,True,False,True,False,False,False,False
5130,2020,650000,7300,21.01,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
5131,2018,750000,25000,28.09,1248.0,88.5,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5132,2010,150000,100000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,False
5133,2017,500000,35000,25.32,1198.0,77.0,190.0,6.0,True,False,False,True,False,True,False,False,False,False
5134,2012,311000,100000,23.59,1364.0,67.04545454545453,170.0,5.0,True,False,False,True,False,True,False,False,False,False
5135,2013,425000,80000,22.32,1582.0,126.32,259.8,5.0,True,False,False,True,False,True,False,True,False,False
5136,2010,260000,60000,20.36,1197.0,78.9,111.7,5.0,False,False,True,True,False,True,False,False,False,False
5137,2014,400000,110000,20.14,1498.0,88.8,230.0,5.0,True,False,False,True,False,True,False,True,False,False
5138,2017,575000,70000,22.54,1396.0,88.73,219.7,5.0,True,False,False,True,False,True,False,True,False,False
5139,2010,250000,90000,19.41762110224801,1586.0,103.3,145.0,5.0,False,False,False,True,False,True,False,True,False,False
5140,2012,400000,95000,19.7,1598.0,103.6,250.0,5.0,True,False,False,True,False,True,False,False,False,False
5141,2015,484999,30000,25.2,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5142,2015,484999,30000,25.2,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5143,2013,350000,70000,20.14,1498.0,88.5,230.0,5.0,True,False,False,True,False,True,False,True,False,False
5144,2014,1400000,80000,12.55,2982.0,168.7,360.0,7.0,True,False,False,True,False,False,False,True,False,False
5145,2012,250000,100000,19.3,1248.0,73.9,190.0,5.0,True,False,False,True,False,True,False,False,False,True
5146,2017,655000,70000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5147,2016,500000,30000,27.3,1498.0,98.6,200.0,5.0,True,False,False,True,False,True,False,False,False,False
5148,2016,300000,15000,18.6,1199.0,76.8,106.5,5.0,False,False,True,True,False,True,False,False,False,False
5149,2018,650000,21000,25.83,1498.0,99.0,215.0,5.0,True,False,False,True,False,True,False,False,False,False
5150,2014,300000,35000,20.52,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
5151,2016,475000,25000,18.7,1199.0,88.7,110.0,5.0,False,False,True,True,False,True,False,False,False,False
5152,2017,450000,30000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5153,2019,754000,10000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5154,2013,300000,40000,20.36,1197.0,78.9,111.8,5.0,False,False,True,True,False,True,False,False,False,False
5155,2014,250000,25000,21.1,814.0,55.2,74.5,5.0,False,False,True,True,False,True,False,False,False,False
5156,2018,725000,15000,28.4,1248.0,74.02,190.0,5.0,True,False,False,True,False,True,False,False,False,False
5157,2008,95000,70000,19.7,796.0,46.3,62.0,5.0,False,False,True,True,False,True,False,False,False,False
5158,2018,475000,7800,20.3,1086.0,68.0,99.0,5.0,False,False,True,True,False,True,False,False,False,False
5159,2014,575000,55000,14.0,2179.0,138.1,320.0,7.0,True,False,False,True,False,True,False,False,False,False
5160,2016,350000,30000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5161,2013,330000,125000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,True,False,False
5162,2016,482000,50000,20.4,1197.0,81.8,113.0,5.0,False,False,True,True,False,True,False,False,False,False
5163,2017,625000,40000,22.77,1498.0,98.59,205.0,5.0,True,False,False,True,False,True,True,False,False,False
5164,2017,380000,30000,23.84,1199.0,84.0,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5165,2016,310000,30000,18.6,1199.0,76.8,106.5,5.0,False,False,True,True,False,True,False,False,False,False
5166,2009,280000,35000,17.5,1298.0,85.8,114.0,5.0,False,False,True,True,False,True,False,False,False,False
5167,2018,900000,30000,14.99,1498.0,104.5,142.0,5.0,False,False,True,True,False,False,False,False,False,False
5168,2010,250000,60000,18.9,1061.0,67.0,84.0,5.0,False,False,True,True,False,True,False,False,False,False
5169,2017,750000,39000,17.01,1591.0,121.3,154.9,5.0,False,False,True,True,False,True,False,False,False,False
5170,2019,420000,15000,23.01,999.0,67.0,91.0,5.0,False,False,True,True,False,True,False,False,False,False
5171,2019,670000,5000,19.5,1199.0,88.76,110.0,5.0,False,False,True,True,False,True,False,False,False,False
5172,2016,420000,9750,19.81,1086.0,68.05,99.04,5.0,False,False,True,True,False,True,False,True,False,False
5173,2016,1800000,110000,13.68,2393.0,147.8,343.0,7.0,True,False,False,True,False,True,False,False,False,False
5174,2018,900000,35000,17.5,1199.0,88.7,110.0,5.0,False,False,True,True,False,True,False,False,False,False
5175,2015,1200000,10000,15.1,2179.0,140.0,330.0,7.0,True,False,False,True,False,True,False,False,False,False
5176,2003,195000,157138,10.5,2179.0,120.0,290.0,7.0,True,False,False,True,False,True,False,False,False,True
5177,2007,185000,120000,16.8,1493.0,110.0,235.2,5.0,True,False,False,True,False,True,True,False,False,False
5178,2008,185000,110000,19.81,1086.0,68.05,99.04,5.0,False,False,True,True,False,True,True,False,False,False
5179,2018,1525000,46000,15.1,2179.0,152.87,360.0,7.0,True,False,False,True,False,True,False,False,False,False
5180,2006,215000,102000,16.1,1298.0,88.2,112.7,5.0,False,False,True,True,False,True,False,False,False,True
5181,2015,210000,50000,22.74,796.0,47.3,69.0,5.0,False,False,True,True,False,True,False,True,False,False
5182,2016,1700000,110000,13.68,2393.0,147.8,343.0,7.0,True,False,False,True,False,True,False,True,False,False
5183,1991,55000,120000,19.41762110224801,1456.711219879518,91.33642205917592,180.71248774355752,5.416917670682731,False,True,False,True,False,True,False,True,False,False
5184,2015,800000,50000,17.4,1497.0,117.3,145.0,5.0,False,False,True,True,False,True,False,False,False,False
5185,2014,570000,70000,25.2,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,True,False,False
5186,2012,350000,120000,21.5,1248.0,88.8,200.0,5.0,True,False,False,True,False,True,False,True,False,False
5187,2011,350000,93000,21.9,1396.0,90.0,219.52,5.0,True,False,False,True,False,True,False,True,False,False
5188,2018,750000,50000,16.5,1493.0,70.0,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5189,2011,160000,100000,15.37,1196.0,73.0,101.0,7.0,False,False,True,True,False,True,False,True,False,False
5190,2010,150000,70000,15.7,1405.0,70.0,140.14,5.0,True,False,False,True,False,True,False,False,False,True
5191,2008,250000,90000,25.200000000000003,1248.0,74.0,190.0,5.0,True,False,False,True,False,True,False,False,False,True
5192,2019,562000,5000,18.9,1197.0,81.86,113.75,5.0,False,False,True,True,False,True,False,False,False,False
5193,2012,290000,27000,20.36,1197.0,78.9,111.7,5.0,False,False,True,True,False,True,False,False,False,False
5194,2014,600000,122000,15.1,2179.0,140.0,330.0,7.0,True,False,False,True,False,True,False,True,False,False
5195,2015,401000,74000,24.4,1120.0,71.0,180.4,5.0,True,False,False,True,False,True,False,True,False,False
5196,2019,750000,6500,21.21,1197.0,81.8,113.0,5.0,False,False,True,True,False,False,False,False,False,False
5197,2007,240000,80000,13.6,2523.0,63.0,180.0,7.0,True,False,False,True,False,True,False,True,False,False
5198,2012,229999,50000,20.92,998.0,67.1,90.0,5.0,False,False,True,True,False,True,False,False,False,False
5199,2013,500000,50000,15.96,2523.0,62.1,195.0,7.0,True,False,False,True,False,True,False,False,False,False
5200,2010,350000,80000,11.96,1298.0,80.0,103.0,8.0,False,False,True,True,False,True,False,False,False,False
5201,2018,217000,25000,22.7,799.0,53.64,72.0,5.0,False,False,True,True,False,True,False,False,False,False
